,date,open,high,low,ltp,% change,turnover,close
0,2024-03-31,513.0,522.0,510.0,510.0,-1.73,6879302.8,514.0
1,2024-03-28,515.1,524.0,515.1,519.0,-0.57,8719870.6,519.3666666666667
2,2024-03-27,520.0,523.9,519.1,522.0,-0.57,8048584.6,521.6666666666666
3,2024-03-26,529.0,529.0,517.0,525.0,0.96,3994051.0,523.6666666666666
4,2024-03-25,520.0,521.0,511.1,520.0,0.0,3950288.8,517.3666666666667
5,2024-03-21,521.0,526.0,520.0,520.0,-0.76,3333498.9,522.0
6,2024-03-20,530.0,530.0,520.5,524.0,0.19,3598513.2,524.8333333333334
7,2024-03-19,517.0,535.0,517.0,523.0,-0.76,3609994.6,525.0
8,2024-03-18,523.0,528.0,523.0,527.0,-0.19,5867006.5,526.0
9,2024-03-17,521.0,530.0,517.0,528.0,0.38,3144601.6,525.0
10,2024-03-14,531.0,539.0,522.0,526.0,-1.87,4169873.9,529.0
11,2024-03-13,529.1,540.0,529.1,536.0,-0.67,7720509.2,535.0333333333333
12,2024-03-12,525.0,540.0,520.4,539.6,3.51,16274849.2,533.3333333333334
13,2024-03-10,528.5,529.0,518.5,521.3,0.06,2656581.3,522.9333333333333
14,2024-03-07,519.0,528.0,518.0,521.0,0.39,2572275.5,522.3333333333334
15,2024-03-06,508.3,524.2,508.0,519.0,0.27,4079099.3,517.0666666666667
16,2024-03-05,525.0,530.0,514.4,517.6,-1.41,4915026.7,520.6666666666666
17,2024-03-04,510.0,525.0,510.0,525.0,4.37,117421.0,520.0
18,2024-03-03,505.0,507.0,497.4,503.0,-0.4,8907162.1,502.4666666666667
19,2024-02-29,500.1,507.7,500.1,505.0,-0.59,4141401.0,504.26666666666665
20,2024-02-28,503.2,508.0,500.0,508.0,-0.2,9127497.5,505.3333333333333
21,2024-02-27,512.0,512.0,504.5,509.0,0.0,7443364.1,508.5
22,2024-02-26,513.0,513.0,504.5,509.0,-0.2,5292784.9,508.8333333333333
23,2024-02-25,514.9,516.0,509.0,510.0,-0.6,8096314.7,511.6666666666667
24,2024-02-22,518.5,520.0,513.1,513.1,-1.52,7221118.3,515.4
25,2024-02-21,519.0,524.5,519.0,521.0,-0.55,4498045.5,521.5
26,2024-02-20,520.1,530.0,519.1,523.9,-0.4,5646159.2,524.3333333333334
27,2024-02-18,528.0,530.0,522.1,526.0,-0.34,5317267.3,526.0333333333333
28,2024-02-15,525.1,529.0,523.0,527.8,-0.08,5350281.1,526.6
29,2024-02-14,528.0,531.0,526.0,528.2,-0.36,3938587.7,528.4
