,date,open,high,low,ltp,% change,turnover,close
0,2024-03-31,158.0,160.0,157.0,157.7,-1.13,13457298.7,158.23333333333332
1,2024-03-28,160.0,160.5,158.5,159.5,-0.31,11252618.9,159.5
2,2024-03-27,163.0,163.0,159.5,160.0,-0.37,9356869.9,160.83333333333334
3,2024-03-26,160.0,163.2,160.0,160.6,-0.25,9804112.5,161.26666666666665
4,2024-03-25,163.0,163.0,160.0,161.0,-1.23,15862169.0,161.33333333333334
5,2024-03-21,166.0,166.0,162.0,163.0,-1.21,10411140.3,163.66666666666666
6,2024-03-20,165.1,165.9,163.0,165.0,0.0,6028254.7,164.63333333333333
7,2024-03-19,167.0,167.0,164.2,165.0,-1.14,6253389.2,165.4
8,2024-03-18,164.5,168.0,164.0,166.9,0.3,11169649.0,166.29999999999998
9,2024-03-17,170.9,170.9,164.7,166.4,-1.25,13545024.4,167.33333333333334
10,2024-03-14,170.0,171.0,168.0,168.5,-2.03,7235583.9,169.16666666666666
11,2024-03-13,175.0,175.0,168.9,172.0,-0.52,8327958.3,171.96666666666667
12,2024-03-12,164.0,173.9,164.0,172.9,4.85,22563112.8,170.26666666666665
13,2024-03-10,164.0,165.0,164.0,164.9,0.67,7459907.2,164.63333333333333
14,2024-03-07,167.0,167.0,163.7,163.8,-0.24,5166802.4,164.83333333333334
15,2024-03-06,163.0,165.7,162.0,164.2,0.12,8246517.1,163.96666666666667
16,2024-03-05,169.0,170.0,163.2,164.0,-1.8,9329310.7,165.73333333333332
17,2024-03-04,163.5,167.0,163.5,167.0,4.05,525632.0,165.83333333333334
18,2024-03-03,165.0,165.7,160.0,160.5,-1.29,11787010.4,162.06666666666666
19,2024-02-29,163.0,165.0,162.0,162.6,-0.85,14044588.7,163.20000000000002
20,2024-02-28,166.8,166.8,161.5,164.0,0.0,8195185.0,164.1
21,2024-02-27,166.1,169.4,162.0,164.0,0.68,6590909.4,165.13333333333333
22,2024-02-26,164.0,165.0,161.3,162.9,-0.61,11885007.2,163.0666666666667
23,2024-02-25,166.0,167.1,163.0,163.9,-1.27,12766477.2,164.66666666666666
24,2024-02-22,167.0,168.0,164.5,166.0,-0.42,12833372.6,166.16666666666666
25,2024-02-21,167.1,169.0,166.2,166.7,-0.06,8766246.0,167.29999999999998
26,2024-02-20,170.0,170.0,166.2,166.8,-0.36,7309710.4,167.66666666666666
